heading,news_provider,date,time,wordcount
  Mississippi's 'Right to Mine' Crypto Bill Might Be A Victory for Miners,TheStreet.com,2023-02-13,14:38:00,769
  Global crypto market cap plunges below $1 trillion as regulatory concerns wipeout 2023 gains,Finbold - Finance in Bold,2023-02-13,14:06:00,456
"  Bitcoin stems losses, outpaces Ethereum as staking anxiety mounts",Proactive Investors Australia,2023-02-13,11:10:00,511
"  R. Kiyosaki warns ‘giant crash coming’, says Bitcoin to reach $500k by 2025 due to USD mistrust",Finbold - Finance in Bold,2023-02-13,09:36:00,484
  Crypto investors urged to look long-term,Investment Executive,2023-02-13,05:07:00,707
  Crypto Investor Newsletter: Rihanna NFTs and Mississippi's 'Right to Mine' Crypto Bill,TheStreet.com,2023-02-13,05:00:00,1272
  GSR II Meteora Acquisition Corp. Announces Update on Proxy Statement for Proposed Business Combination with Bitcoin Depot,MarketScreener,2023-02-13,05:00:00,280
  Cryptocurrency Price Today: Bitcoin Fails To Pick Up Steam As Global Market Cap Continues To Slide,ABP News,2023-02-13,04:50:00,707
  Ceyhan loadings of BTC pipeline oil could begin within two days,Hurriyet Online,2023-02-13,02:00:00,222
  IMF urges El Salvador to address bitcoin’s ‘risks’,Hurriyet Online,2023-02-13,02:00:00,298
"  Mooners and Shakers: Crypto market on edge, but British cryptographer Adam Back sees $10 million in Bitcoin’s future",Stockhead,2023-02-12,23:38:00,800
  Bitcoin Signals Tide Change at Current Phase if History is Any Indication — What This Means for BTC,ZyCrypto,2023-02-12,19:23:00,477
  El Salvador cautioned on Bitcoin's 'risks',The Manila Times,2023-02-12,16:00:00,359
  February 12: Bitcoin’s key technical indicator turns green; More gains ahead?,Finbold - Finance in Bold,2023-02-12,15:56:00,569
  Basic Attention Token (BAT) One Day Volume Hits $20.42 Million,Daily Political,2023-02-12,15:42:00,696
  Maker (MKR) Hits 24 Hour Trading Volume of $26.91 Million,Daily Political,2023-02-12,15:42:00,567
  Metis Trading Down 29.7% Over Last 7 Days (MTS),Daily Political,2023-02-12,15:42:00,618
  HedgeTrade (HEDG) Price Down 0.7% Over Last Week,Daily Political,2023-02-12,15:42:00,506
  JOE (JOE) Achieves Self Reported Market Cap of $81.62 Million,Daily Political,2023-02-12,15:42:00,525
  Compound USD Coin (CUSDC) Trading 1.9% Higher This Week,Daily Political,2023-02-12,15:28:00,645
  Tellor Price Down 9.9% Over Last 7 Days (TRB),Daily Political,2023-02-12,15:28:00,736
  DFI.Money (YFII) 24 Hour Trading Volume Tops $9.02 Million,Daily Political,2023-02-12,15:28:00,603
  USD Coin (USDC) Trading 0% Higher Over Last 7 Days,Daily Political,2023-02-12,15:12:00,750
  Bitcoin Diamond (BCD) Achieves Market Capitalization of $28.48 Million,Daily Political,2023-02-12,15:10:00,127
  Zcash Price Tops $47.27 on Exchanges (ZEC),Daily Political,2023-02-12,15:10:00,520
  Amp Trading Down 2.3% Over Last Week (AMP),Daily Political,2023-02-12,15:10:00,669
  Ethernity Chain (ERN) Achieves Market Capitalization of $74.61 Million,Daily Political,2023-02-12,15:10:00,543
  IMF: Risks over El Salvador’s embrace of Bitcoin ‘have not materialized’,Finbold - Finance in Bold,2023-02-12,13:15:00,434
  Things You Should Know about Bitcoin Technology,Q Costa Rica,2023-02-12,08:28:00,759
  IMF calls on El Salvador to tackle risks posed by Bitcoin,Tico Times,2023-02-12,06:00:00,334
"  Jacob & Co’s $350,000 Astronomia Solar Bitcoin is Your Accountant’s Worst Nightmare",Man of Many,2023-02-12,04:00:00,411
"  IMF warns El Salvador of Bitcoin 'risks' Sat, 11 Feb 2023 20:01:00 GMT",Daily Finland,2023-02-11,20:21:00,415
  Ceyhan terminal resumes tanker loadings of oil from Baku-Tbilisi-Ceyhan – bp,Azerbaijan News Gazette,2023-02-11,20:00:00,239
  HBAR Price Prediction 2023-2032: Hedera Hashgraph Soon to Retest its ATH?,Cryptopolitan,2023-02-11,18:00:00,2846
  Litecoin Price Prediction 2023-2032: Will LTC Price skyrocket?,Cryptopolitan,2023-02-11,17:00:00,4749
  IMF urges El Salvador to address bitcoin's 'risks',The Peninsula,2023-02-11,16:54:00,333
  Oil loading at Ceyhan port for the BTC pipeline may start within days,Daily Sabah,2023-02-11,16:15:00,267
  Cash Cloud Files for Bankruptcy; Bitcoin ATMs Now in Deep Mess,Tech Times,2023-02-11,16:02:00,529
  Oasis Network (ROSE) 1-Day Volume Tops $98.87 Million,Daily Political,2023-02-11,15:18:00,592
  Constellation (DAG) Price Hits $0.0574 on Top Exchanges,Daily Political,2023-02-11,15:18:00,734
  Bitcoin Reaches One Day Trading Volume of $21.99 Billion (BTC),Daily Political,2023-02-11,15:08:00,103
  ECOMI Trading Down 14.8% Over Last Week (OMI),Daily Political,2023-02-11,15:06:00,658
  Dent Achieves Market Cap of $89.12 Million (DENT),Daily Political,2023-02-11,15:06:00,538
  Terran Coin Trading 11% Lower Over Last Week (TRR),Daily Political,2023-02-11,15:06:00,572
  CUBE Trading 6.9% Lower Over Last Week (ITAMCUBE),Daily Political,2023-02-11,14:54:00,561
  Metaverse Dualchain Network Architecture Achieves Market Capitalization of $3.43 Million (DNA),Daily Political,2023-02-11,14:54:00,598
  0x Price Down 8.2% Over Last Week (ZRX),Daily Political,2023-02-11,14:54:00,587
  Electroneum Achieves Market Cap of $47.42 Million (ETN),Daily Political,2023-02-11,14:52:00,574
"  World Mobile Token (WMT) 24-Hour Trading Volume Reaches $466,258.54",Daily Political,2023-02-11,14:48:00,608
  Multichain Self Reported Market Capitalization Reaches $173.17 Million (MULTI),Daily Political,2023-02-11,14:48:00,624
  Business Platform Tomato Coin Price Down 51.3% Over Last Week (BPTC),Daily Political,2023-02-11,14:48:00,578
  Business Platform Tomato Coin Price Reaches $0.0281 on Exchanges (BPTC),Daily Political,2023-02-11,14:48:00,583
  Bluzelle (BLZ) Trading Down 7.5% Over Last Week,Daily Political,2023-02-11,14:42:00,640
  Bitcoin Standard Hashrate Token (BTCST) Hits Market Cap of $10.39 Million,Daily Political,2023-02-11,14:42:00,139
  Huobi Token Price Reaches $5.13 on Exchanges (HT),Daily Political,2023-02-11,14:42:00,596
  ZClassic (ZCL) 24 Hour Trading Volume Tops $28.50,Daily Political,2023-02-11,14:40:00,504
  Tezos Tops 24 Hour Trading Volume of $22.00 Million (XTZ),Daily Political,2023-02-11,14:40:00,604
  Klaytn Trading Down 5.9% Over Last Week (KLAY),Daily Political,2023-02-11,14:40:00,926
  SushiSwap Price Down 17.4% This Week (SUSHI),Daily Political,2023-02-11,14:40:00,574
"  renBTC 24-Hour Volume Reaches $8,208.64 (RENBTC)",Daily Political,2023-02-11,14:38:00,578
  Everscale Market Cap Hits $169.56 Million (EVER),Daily Political,2023-02-11,14:38:00,676
  Ardor (ARDR) Price Hits $0.0977 on Major Exchanges,Daily Political,2023-02-11,14:30:00,747
  Fetch.ai Price Reaches $0.41 on Exchanges (FET),Daily Political,2023-02-11,14:30:00,679
  Persistence (XPRT) Price Reaches $0.54 on Major Exchanges,Daily Political,2023-02-11,14:30:00,688
  Lisk Hits 24-Hour Trading Volume of $8.33 Million (LSK),Daily Political,2023-02-11,14:30:00,649
  Kadena Reaches 24-Hour Trading Volume of $6.17 Million (KDA),Daily Political,2023-02-11,14:30:00,655
  Gode Chain Self Reported Market Capitalization Hits $148.51 Million (GODE),Daily Political,2023-02-11,14:28:00,516
  Gode Chain Self Reported Market Cap Reaches $148.51 Million (GODE),Daily Political,2023-02-11,14:28:00,521
  Remember That Larry David Crypto Ad? Here’s How Much Money It Lost People.,Slate,2023-02-11,14:26:00,2129
  Apollo Currency (APL) Price Reaches $0.0005,Daily Political,2023-02-11,14:26:00,542
"  If You Bought Crypto Because of Larry David and Matt Damon, I’m Sorry",Slate,2023-02-11,14:26:00,2117
  Scientists reveal the effect of Cu(I) structure on quantum sieving for hydrogen isotope separation,Nanotechnology Now,2023-02-11,14:01:00,436
  Businessinsider.co.za | Fashion executive thought she was adopting a kitten. She ended up losing R13.5 million in a Bitcoin scam.,News24,2023-02-11,12:28:00,547
  We asked ChatGPT to explain Bitcoin in a rap song and it’s dope,Finbold - Finance in Bold,2023-02-11,10:51:00,441
"  Analysts suggest: Bitcoin, Cardano, & Orbeon Protocol: Best Potential Movers in 2023",CryptoNewsZ,2023-02-11,09:21:00,543
"  Crypto Prices Today: Bitcoin Dips 0.66%, Ethereum Down 5.16%, Dogecoin Falls 6.89%",Outlook India,2023-02-11,06:53:00,562
  BTC Ward Charged With Marcellina Alexis Murder – Ministry Issues Statement,St. Lucia Times,2023-02-10,23:00:00,293
"  ‪Bitcoin Hash Rate Taps New High, But It’s Nowhere Near Bullish This Time",ZyCrypto,2023-02-10,21:42:00,419
  A top Fed official just compared ‘speculative’ crypto to baseball cards and had a stark warning for owners: ‘Don’t expect taxpayers to...,Fortune,2023-02-10,21:40:00,790
  New Demand Expected To Change Bitcoin’s Market Structure Significantly,ZyCrypto,2023-02-10,21:20:00,515
"  Bitcoin Slumps Below $23,000 As Investors Assess Impact of Federal Reserve Interest Rate Moves",ZyCrypto,2023-02-10,20:49:00,503
  Green Energy: Encomiums As Bitcoin Mining Goes Nuclear in the U.S.,ZyCrypto,2023-02-10,20:39:00,442
"  Mysterious Bitcoin Whale Quiet For Over 9 Years Suddenly Awakens, Realizing Over $9.6M In BTC Holdings",ZyCrypto,2023-02-10,20:39:00,426
  Bitcoin and ethereum takes a dip | CHECK DETAILS,India TV News,2023-02-10,19:00:00,346
  Bitcoin Price is at a Major Risk After the Latest BofA Warning,Bankless Times,2023-02-10,18:49:00,442
"  Bitcoin Exchange Market Size and Share 2022 : Global Business Strategies, Growth Opportunities, Future Prospect, Key Driver and Demand...",SBWire,2023-02-10,18:12:00,320
  Copper Thefts Cripple BTC Service,ZNS Bahamas,2023-02-10,18:01:00,203
"  Latest Crypto News: LocalBitcoins Shuts Operations in Venezuela, Coinbase Insider Trading Case May Bring Crypto Shift",Outlook India,2023-02-10,17:59:00,423
  Bitcoin is already in its ‘next bull market cycle’ — Pantera...,Dimsum Daily,2023-02-10,17:00:00,563
  Bitcoin is already in its ‘next bull market cycle’ — Pantera…,Dimsum Daily,2023-02-10,17:00:00,562
  Bitcoin is already in its ‘next bull market cycle’ — Pantera Capital,Dimsum Daily,2023-02-10,17:00:00,564
  Is Web3 More than Just a Buzzword?,Finance Magnates,2023-02-10,15:30:00,1916
  Bitgert (BRISE) Trading 3.4% Lower This Week,Daily Political,2023-02-10,15:24:00,563
"  Gode Chain (GODE) Hits 24-Hour Volume of $467,487.92",Daily Political,2023-02-10,15:12:00,513
  We asked ChatGPT to explain Bitcoin like a 1920s mobster; The result is hilarious,Finbold - Finance in Bold,2023-02-10,14:55:00,444
  Lido DAO Reaches Self Reported Market Cap of $2.02 Billion (LDO),Daily Political,2023-02-10,14:52:00,592
  Chia (XCH) Price Reaches $39.68,Daily Political,2023-02-10,14:44:00,611
  MVL Trading Up 12.1% This Week (MVL),Daily Political,2023-02-10,14:32:00,581
  Togolese Activist Teaches People to Use Bitcoin to Detach From Corrupt Money Systems,Denver Urban Spectrum,2023-02-10,14:19:00,349
  BTC: AI sets Bitcoin price for Valentine’s Day 2023,Finbold - Finance in Bold,2023-02-10,12:27:00,360
  Bitcoin and Ethereum battered by market bears and crypto staking controversy,Proactive Investors Australia,2023-02-10,10:17:00,453
  Federal Reserve Bank studies Bitcoin's resilience to macroeconomic news,The Paypers,2023-02-10,08:50:00,402
  Top 10 Most Influential People’s Opinions about Bitcoin.,Live Trading News,2023-02-10,08:02:00,487
  Best Blackjack Sites (Updated List...,East Bay Express,2023-02-10,08:00:00,3763
"  Crypto Prices Today: Bitcoin Down 3.46%, Ethereum Dips 5.16%, Dogecoin Falls 6.89%",Outlook India,2023-02-10,07:24:00,587
  DigitalX Limited (DGGXF) Q4 2022 Earnings Call Transcript,Seeking Alpha,2023-02-10,05:02:00,4900
"  FTX founder keeps talking, ignoring typical legal strategy",KXLY-TV,2023-02-10,05:00:00,1464
  Secure payment methods for online casinos Canada,Antigua News Room,2023-02-10,04:00:00,850
  This Crypto Indicator Turned Green,InvestorPlace,2023-02-10,01:57:00,1387
  A Proper Bitcoin investment guide,Cascade Business News,2023-02-10,00:45:00,728
  Know the Risks of investing in Bitcoin,Cascade Business News,2023-02-10,00:41:00,718
  Bitcoin: Highly Volatile BUT Highly Profitable,Cascade Business News,2023-02-10,00:39:00,747
"  CleanSpark, Inc. (CLSK) Q1 2023 Earnings Call Transcript",Seeking Alpha,2023-02-10,00:39:00,6692
  First Mover Asia: Kraken Crypto Staking Settlement Bedevils Markets as Bitcoin Lingers Below $21.9K,CoinDesk,2023-02-10,00:00:00,803
  Bitcoin Is Up 40% In 2023; Here's Where It Goes Next,Seeking Alpha,2023-02-09,23:42:00,1772
  Mooners and Shakers: Crypto market dips amid reports of SEC crackdown on Kraken and staking,Stockhead,2023-02-09,23:41:00,1372
  Stock Analysis & IdeasThis Week in Crypto: Market Dips after Multi-Week Rebound,Smarter Analyst,2023-02-09,23:23:00,812
  The 10 Best Online Casinos in South Africa,The Punch,2023-02-09,23:00:00,5622
  Can you mine bitcoin at home?,Albawaba News,2023-02-09,21:37:00,771
  Wall Street ends down after midday reversal,London South East,2023-02-09,21:33:00,1686
  P2P Exchange LocalBitcoins Closes Shop After 10 Years Of Business Amid Market Woes,ZyCrypto,2023-02-09,21:09:00,400
  Know about the bitcoin crypto in deep!,Cyprus Mail,2023-02-09,21:00:00,754
  Price comparison and analysis: Uniswap vs Chainlink,Asian News International,2023-02-09,19:00:00,738
"  LocalBitcoins Shuts Down after a Decade, Cites ‘Very Cold Crypto Winter’",Finance Magnates,2023-02-09,18:49:00,775
  Cryptocurrency: History and Impact on the Global Financial System,Cryptopolitan,2023-02-09,18:47:00,1304
"  Bitcoin price analysis: Bears drive BTC down to $22,600 as bears gain momentum",Cryptopolitan,2023-02-09,18:16:00,722
  BTC hosts Safer Internet Day Teen Summit,Bahamas Local,2023-02-09,18:11:00,999
  Ark Invest Details Ultra Bullish Reasons Why Bitcoin is Primed To Tap $1.4 Million By 2030,ZyCrypto,2023-02-09,17:26:00,433
  Mississippi passes law protecting Bitcoin miners from discrimination,Finbold - Finance in Bold,2023-02-09,17:04:00,396
  Revain Achieves Self Reported Market Cap of $57.00 Million (REV),Daily Political,2023-02-09,15:30:00,672
  Terran Coin (TRR) Reaches 24 Hour Volume of $7.22 Million,Daily Political,2023-02-09,15:16:00,571
  Manifold Finance Price Up 2.5% This Week (FOLD),Daily Political,2023-02-09,15:16:00,553
  Metadium Price Hits $0.0338 on Major Exchanges (META),Daily Political,2023-02-09,15:16:00,671
  Constellation Self Reported Market Capitalization Achieves $133.24 Million (DAG),Daily Political,2023-02-09,15:16:00,732
  Compound Hits 24 Hour Trading Volume of $44.84 Million (COMP),Daily Political,2023-02-09,14:57:00,555
  LocalBitcoins shuts down its services after 10 years of operation,Finbold - Finance in Bold,2023-02-09,13:09:00,372
  Is Bitcoin Starting To Trend Higher?,Seeking Alpha,2023-02-09,13:00:00,1387
"  Ordinals Project Surpasses 11,000 NFT Mints In Weeks Amid Criticisms From Bitcoin Maxis",ZyCrypto,2023-02-09,12:52:00,441
  Who Controls the Bitcoin Financial Fund?,DailyGame.net,2023-02-09,12:16:00,714
  Getting Started With Crypto Trading: Tips From the Pros,Online Recruitment,2023-02-09,11:50:00,1191
  Bitcoin monthly chart flashes buy signal; Is BTC exiting bear market?,Finbold - Finance in Bold,2023-02-09,11:41:00,489
  Ethereum outperforms Bitcoin as crypto markets still on shaky ground,Proactive Investors Australia,2023-02-09,11:08:00,450
"  Cryptos fall; Bitcoin loses $23,000 on inflation concerns",Digital Look,2023-02-09,09:27:00,520
  Popular types of Cryptocurrencies in February,Live Trading News,2023-02-09,08:36:00,688
"  Ethereum and Bitcoin offer stability, Orbeon Protocol offers high returns",CryptoNewsZ,2023-02-09,06:29:00,539
"  Cryptocurrency Price Today: Bitcoin Slides Below $23,000, AGIX Becomes Top Loser",ABP News,2023-02-09,05:30:00,564
  Cryptocurrency’s Energy Consumption Problem,REGlobal,2023-02-09,04:02:00,1388
"  Mooners and Shakers: Bitcoin pulls back a bit (AI tokens a lot); High-volume Aussie traders have been buying, says Swyftx",Stockhead,2023-02-09,00:06:00,1018
"  Bitcoin Network Activity Spikes to Two-Year High Thanks to NFTs, CryptoQuant Says",CoinDesk,2023-02-09,00:00:00,354
  Bitcoin Drops Below $22K as Kraken Agreement to Close Crypto Staking Operations Spooks Investors,CoinDesk,2023-02-09,00:00:00,681
  Crypto Markets Analysis: Ether Pulls Even With Bitcoin in Year-to-Date Performance,CoinDesk,2023-02-09,00:00:00,601
  Bitcoin Miner CleanSpark Plans to Continue Pursuing Acquisitions Amid Bear Market,CoinDesk,2023-02-09,00:00:00,550
  First Mover Asia: Bitcoin Hovers Near $23K; Why AI Tokens Are on a Months-Long Tear,CoinDesk,2023-02-09,00:00:00,1426
  Bitcoin Miners Surface for Air as Sliding Natural Gas Price Provides Cost Relief,CoinDesk,2023-02-09,00:00:00,864
"  Will a New Digital Pound, or a Central Bank Digital Currency (CBDC) be a...",Blockchain News,2023-02-08,23:00:00,1344
"  Could a New Digital Pound, or a Central Bank Digital Currency (CBDC) be a Feat or a Failure for Citizens?",Blockchain News,2023-02-08,23:00:00,1354
  BITI: A Way To Short Bitcoin Without Leverage; Buy Rating In Small Size,Seeking Alpha,2023-02-08,22:35:00,1312
  Azeri BTC crude loadings suspended as force majeure declared at Ceyhan - CNBC,Quantum Commodity Intelligence,2023-02-08,20:59:00,308
"  Millennials Consider Bitcoin as Safe Haven, With 67% Holding This Perception",Bankless Times,2023-02-08,19:19:00,506
  Crypto Corner Podcast 926: Stocks discussed: (NasdaqGS: HUT) (NasdaqCM: DGHI) (NasdaqGM: SDIG),InvestorIdeas.com,2023-02-08,17:40:00,981
  Small-Cap Crypto Outperforms As Risk Appetite Returns,Seeking Alpha,2023-02-08,17:23:00,3400
  Here’s why February could be Bitcoin’s most important month in 2023,Finbold - Finance in Bold,2023-02-08,16:39:00,516
  Bitcoin Price Prediction 2023-2032: Will Bitcoin Bulls Rally?,Cryptopolitan,2023-02-08,16:00:00,3180
  Bitcoins on the frontline as demand for digital asset investment products grows,Forbes India,2023-02-08,15:26:00,355
  Russian national pleads guilty to money laundering linked to Ryuk Ransomware operation,Security Affairs,2023-02-08,15:05:00,331
  Tesla's Bitcoin Purchase Anniversary: How the Automaker Went From $1.5 Billion Holdings to $225 Million,Tech Times,2023-02-08,15:02:00,542
  Kusama (KSM) Achieves Self Reported Market Capitalization of $313.65 Million,Daily Political,2023-02-08,15:00:00,633
  Safe (SAFE) Hits Self Reported Market Capitalization of $285.78 Million,Daily Political,2023-02-08,14:55:00,549
  Injective Protocol Hits 24 Hour Volume of $91.24 Million (INJ),Daily Political,2023-02-08,14:55:00,612
  Dogecoin (DOGE) Reaches Market Capitalization of $12.15 Billion,Daily Political,2023-02-08,14:55:00,825
  Crypto Takes a Breather to Start February — What’s Next?,ETF Trends,2023-02-08,14:42:00,477
  TRON Reaches Self Reported Market Capitalization of $4.83 Billion (TRX),Daily Political,2023-02-08,14:40:00,920
  Steem (STEEM) One Day Volume Hits $9.13 Million,Daily Political,2023-02-08,14:40:00,794
  DFI.Money (YFII) Trading 4.5% Higher This Week,Daily Political,2023-02-08,14:40:00,605
  Wrapped Bitcoin (WBTC) Hits Market Capitalization of $4.07 Billion,Daily Political,2023-02-08,14:40:00,126
  Humanscape (HUM) Reaches Self Reported Market Capitalization of $12.65 Million,Daily Political,2023-02-08,14:36:00,568
  Institutional Investors prefer Bitcoin over Ethereum now,CryptoNewsZ,2023-02-08,13:32:00,347
  $300 billion inflows global crypto market in 2023; Is the rally sustainable?,Finbold - Finance in Bold,2023-02-08,12:52:00,519
  Bitcoin Is Seeing A Resurgence This Year After A Challenging 2022: Here’s Why,ABP News,2023-02-08,12:11:00,649
  Capital of Bosnia and Herzegovina gets its first Bitcoin ATM despite lack of regulation,Finbold - Finance in Bold,2023-02-08,11:30:00,431
  Azeri BTC Crude Loadings Suspended at a Major Oil Export Hub in Turkey After Earthquakes,NBC 10,2023-02-08,11:17:00,374
  Azeri BTC crude loadings suspended at a major oil export hub in Turkey after earthquakes,CNBC,2023-02-08,11:17:00,425
  Argo Blockchain Produces More BTC in January Due to Lighter Winter,Finance Magnates,2023-02-08,10:21:00,1576
  Argo Blockchain Produces More BTC in January due to Lighter Winter,Finance Magnates,2023-02-08,10:21:00,1568
  Bitcoin and Ethereum have a bumper post-Powell session on the...,Proactive Investors Australia,2023-02-08,10:11:00,600
  Bitcoin and Ethereum have a bumper post-Powell session on the crypto markets,Proactive Investors Australia,2023-02-08,10:11:00,602
  Hut 8 Merges with US Bitcoin to Fight Crypto Winter,Finance Magnates,2023-02-08,09:27:00,1519
"  Crypto Prices Today: Bitcoin Up 1.53%, Ethereum Rises 2.47%, Dogecoin Gains 1.55%",Outlook India,2023-02-08,08:15:00,511
"  Top Stories16 hours agoCryptoverse: Is bitcoin out of the woods? Consider the options By Medha Singh, Lisa Pauline Mattackal and Vidya...",Global Banking and Finance Review,2023-02-08,06:16:00,780
  Cryptocurrency Price Today: Bitcoin Bounces Back As US Inflation Begins To Cool Down,ABP News,2023-02-08,05:00:00,595
"  Children’s Activities Manager at BTC, Fedeline Julien, the Dynamic Builder…",Magnetic Media,2023-02-08,04:49:00,1921
"  Top Stories14 hours agoCryptoverse: Is bitcoin out of the woods? Consider the options By Medha Singh, Lisa Pauline Mattackal and Vidya...",Global Banking and Finance Review,2023-02-08,04:16:00,780
"  Top Stories13 hours agoCryptoverse: Is bitcoin out of the woods? Consider the options By Medha Singh, Lisa Pauline Mattackal and Vidya...",Global Banking and Finance Review,2023-02-08,03:16:00,780
"  Top Stories12 hours agoCryptoverse: Is bitcoin out of the woods? Consider the options By Medha Singh, Lisa Pauline Mattackal and Vidya...",Global Banking and Finance Review,2023-02-08,02:01:00,780
  Bitcoin: The February Fed And 6 More Weeks Of Crypto Winter,Seeking Alpha,2023-02-08,01:08:00,1979
"  Top Stories11 hours agoCryptoverse: Is bitcoin out of the woods? Consider the options By Medha Singh, Lisa Pauline Mattackal and Vidya...",Global Banking and Finance Review,2023-02-08,01:02:00,780
  How to Safeguard Your Crypto Against the Next FTX-like Disaster,Silicon India,2023-02-08,00:09:00,3032
"  Bitcoin NFTs Explode in Popularity as BitMEX Research Shows 13,000 Ordinals",CoinDesk,2023-02-08,00:00:00,488
  Bitcoin’s Newfound NFT Hype Attracts Interest of BSV Developer Twetch,CoinDesk,2023-02-08,00:00:00,889
  Crypto Long & Short: Bitcoin's 'Golden Cross' Explained,CoinDesk,2023-02-08,00:00:00,1834
  Craig Wright Loses Bitcoin Copyright Claim in UK Court,CoinDesk,2023-02-08,00:00:00,382
"  Top Stories10 hours agoCryptoverse: Is bitcoin out of the woods? Consider the options By Medha Singh, Lisa Pauline Mattackal and Vidya...",Global Banking and Finance Review,2023-02-07,23:17:00,780
"  Top Stories8 hours agoCryptoverse: Is bitcoin out of the woods? Consider the options By Medha Singh, Lisa Pauline Mattackal and Vidya...",Global Banking and Finance Review,2023-02-07,22:16:00,780
  A-grade pennant tennis leaders flex their muscles,The Bendigo Advertiser,2023-02-07,21:30:00,358
"  Top Stories6 hours agoCryptoverse: Is bitcoin out of the woods? Consider the options By Medha Singh, Lisa Pauline Mattackal and Vidya...",Global Banking and Finance Review,2023-02-07,21:05:00,780
  Russian cryptocurrency money launderer pleads guilty in Portland to conspiracy charge,News Channel 21,2023-02-07,20:47:00,488
"  Top Stories5 hours agoCryptoverse: Is bitcoin out of the woods? Consider the options By Medha Singh, Lisa Pauline Mattackal and Vidya...",Global Banking and Finance Review,2023-02-07,19:03:00,780
  Russian man pleads guilty to laundering Ryuk ransomware money,Bleeping Computer,2023-02-07,18:57:00,461
  7 Cryptos to Watch as a Strong Jobs Report Impacts Sentiment,InvestorPlace,2023-02-07,18:28:00,1494
"  Top Stories4 hours agoCryptoverse: Is bitcoin out of the woods? Consider the options By Medha Singh, Lisa Pauline Mattackal and Vidya...",Global Banking and Finance Review,2023-02-07,18:01:00,780
  No fund closures despite collapse of crypto mania,Investment Executive,2023-02-07,18:00:00,1102
  Bloomberg’s McGlone Says Crypto’s First Real Recession Has Arrived — But Predicts It’ll End With Something Insanely Good,ZyCrypto,2023-02-07,17:07:00,511
"  Top Stories3 hours agoCryptoverse: Is bitcoin out of the woods? Consider the options By Medha Singh, Lisa Pauline Mattackal and Vidya...",Global Banking and Finance Review,2023-02-07,16:45:00,780
  Bitcoin’s Fear and Greed Index Stays In “Greed Zone” For 13 Straight Days — Can BTC Sustain The Bull Run?,ZyCrypto,2023-02-07,16:41:00,458
"  Bitcoin price analysis: Bulls rejoice as BTC  surges above $22,692 support level",Cryptopolitan,2023-02-07,16:26:00,640
  Turkey’s Ceyhan oil port disrupted by weather as earthquake damage assessed,CNBC,2023-02-07,15:55:00,506
"  Top Stories2 hours agoCryptoverse: Is bitcoin out of the woods? Consider the options By Medha Singh, Lisa Pauline Mattackal and Vidya...",Global Banking and Finance Review,2023-02-07,15:50:00,780
  CoinField Coin Achieves Self Reported Market Capitalization of $71.80 Million (CFC),Daily Political,2023-02-07,15:30:00,572
  Is Ray Dalio Right About Bitcoin?,Finance Magnates,2023-02-07,15:30:00,2427
  Songbird (SGB) Price Tops $0.0109 on Exchanges,Daily Political,2023-02-07,15:10:00,594
  Chain (XCN) Achieves Market Capitalization of $238.81 Million,Daily Political,2023-02-07,15:10:00,526
  Grayscale Bitcoin Trust owner DGC sells shares at massive discount as debts...,Proactive Investors Australia,2023-02-07,15:08:00,512
  Grayscale Bitcoin Trust owner DGC sells shares at massive discount as debts pile up,Proactive Investors Australia,2023-02-07,15:08:00,514
  Cryptocurrency Stock News: HIVE Blockchain (TSX.V: HIVE) Provides January 2023 Production Update and Bitcoin HODL Increase of 20% on Year...,InvestorIdeas.com,2023-02-07,15:00:00,2338
"  cVault.finance (CORE) Price Tops $6,248.71",Daily Political,2023-02-07,14:58:00,544
  LINK Achieves Self Reported Market Capitalization of $269.77 Million (LN),Daily Political,2023-02-07,14:56:00,574
  XDC Network (XDC) Price Tops $0.0272 on Major Exchanges,Daily Political,2023-02-07,14:48:00,658
  The Sandbox (SAND) Market Cap Achieves $1.08 Billion,Daily Political,2023-02-07,14:48:00,684
  PancakeSwap Market Cap Reaches $746.43 Million (CAKE),Daily Political,2023-02-07,14:48:00,593
"  Top Stories54 mins agoCryptoverse: Is bitcoin out of the woods? Consider the options By Medha Singh, Lisa Pauline Mattackal and Vidya...",Global Banking and Finance Review,2023-02-07,14:38:00,780
  Bitcoin Miners Look to Pen Redemption Stories,ETF Trends,2023-02-07,14:09:00,498
  Bitcoin Price: Fear and Greed Rises as Golden Cross Nears,Bankless Times,2023-02-07,13:33:00,459
  Bitcoin trades below massive supply wall; Is a huge sell-off imminent?,Finbold - Finance in Bold,2023-02-07,13:24:00,413
  Biden administration acknowledges it can force Bitcoin mines to disclose pollution,The Verge,2023-02-07,13:00:00,882
  Biden administration acknowledges it can force Bitcoin mines to disclose pollution,The Verge,2023-02-07,13:00:00,883
"  Bitcoin mining can help solar energy meet 99% of end-user demand, study shows",Finbold - Finance in Bold,2023-02-07,11:01:00,453
  Bitcoin and Ethereum stem price losses: Was it just a bear trap?,Proactive Investors Australia,2023-02-07,10:23:00,567
"  Cryptocurrency Price Today: Bitcoin On Slow Decline, SingularityNET Gains Over 40 Percent",ABP News,2023-02-07,09:47:00,613
  HIVE Blockchain Reports BTC Production and Bets on Grid Balancing,Finance Magnates,2023-02-07,09:30:00,1802
  HIVE Blockchain Reports BTC Production and Bets od Grid Balancing,Finance Magnates,2023-02-07,09:30:00,1796
