heading,news_provider,date,time,wordcount
  Press Release: BitNile Holdings Issues August Monthly Bitcoin Mining Report Highlighting 60.45 BTC Mined for the Month with an Annualized...,Dow Jones Institutional News,2022-09-14,10:30:00,964
  DGAP-Adhoc: Bitcoin Group SE announces preliminary figures for the first half of 2022 and adjusts full-year guidance,Dow Jones Newswires German,2022-09-14,09:15:00,477
"  Bitcoin Prices Trade Near Key $20,000 Level After Crypto Selloff -- Barrons.com",Dow Jones Institutional News,2022-09-14,09:07:00,286
  Press Release: Stronghold Digital Mining Announces $9 Million Private Placement; Additional Details on Improved Efficiency and Cost Reduction Program,Dow Jones Institutional News,2022-09-13,21:00:00,1334
  Bitcoin Prices Sink After Inflation Data. Where They Are Likely to Stop.,Barron's Online,2022-09-13,20:56:00,577
  Press Release: Iris Energy Reports Record Full Year FY22 Results,Dow Jones Institutional News,2022-09-13,20:26:00,3561
  Bitcoin Decline Dragging Down Shares of Crypto Companies,Dow Jones Institutional News,2022-09-13,19:42:00,213
  Ether Is Plunging as Cryptos Sell Off. 2 Ways Ethereum's Merge Could Boost Prices. -- Barrons.com,Dow Jones Institutional News,2022-09-13,17:11:00,671
  Ether Is Plunging as Cryptos Sell Off. 2 Ways Ethereum's Merge Could Boost Prices.,Barron's Online,2022-09-13,17:11:00,688
  Bitcoin ETFs Slide Sharply In Stock-market Selloff Sparked By Stronger-than-expected Inflation -- MarketWatch,Dow Jones Institutional News,2022-09-13,16:30:00,177
  Fidelity May Be About to Up Its Crypto Game With Bitcoin Trading. What to Know.,Barron's Online,2022-09-13,12:11:00,272
  Bitcoin Prices Rise Ahead of Key Inflation Data. Where the CPI Print Could Send Cryptos. -- Barrons.com,Dow Jones Institutional News,2022-09-13,10:28:00,546
  Fidelity Weighs Trading of Bitcoin on Brokerage Platform -- WSJ,Dow Jones Institutional News,2022-09-13,06:32:00,467
  Miners That Make Crypto Are Besieged -- WSJ,Dow Jones Institutional News,2022-09-13,06:32:00,913
  Top News Today: Stocks Gain Ahead of Inflation Data on Hopes for Peak,Dow Jones Institutional News,2022-09-12,20:34:00,3093
  Press Release: UniJoin launches Bitcoin Mixer and Bitcoin Tumbler to restore actual Anonymity,Dow Jones Institutional News,2022-09-12,19:17:00,542
  Fidelity Weighs Bitcoin Trading on Brokerage Platform,Dow Jones Institutional News,2022-09-12,19:10:00,421
  Fidelity Weighs Bitcoin Trading on Brokerage Platform; The firm has more than 34 million brokerage accounts,The Wall Street Journal Online,2022-09-12,18:51:00,453
  Fidelity Weighs Bitcoin Trading on Brokerage Platform -- WSJ,Dow Jones Institutional News,2022-09-12,18:51:00,425
  Press Release: Artmarket.com adds Ethereum and Bitcoin to its multi-currency Artprice databases to meet the needs of its customers and prep...,Dow Jones Institutional News,2022-09-12,17:05:00,2226
  *AstraZeneca: IMFINZI Plus Chemotherapy Further Improved Overall Survival Benefit in Advanced Biliary Tract Cancer in Phase III Trial >AZN,Dow Jones Institutional News,2022-09-12,15:07:00,4447
  A Bad Year for Crypto Is a Really Bad One for Crypto Miners,Dow Jones Institutional News,2022-09-12,13:50:00,867
  El Salvador's Lonely Bitcoin Experiment: 'It's Either the Biggest Failure or the Biggest Con.',Barron's Online,2022-09-12,12:51:00,3020
                             MicroStrategy Plans to Sell Shares to Buy More Bitcoin. The Stock Is Falling.,Barron's Online,2022-09-12,12:50:00,358
  Bitcoin Is on a Bumpy Ride. Where the Crypto Rally Could Top Out.,Barron's Online,2022-09-12,12:35:00,554
                             MicroStrategy Plans to Sell Shares. It's Not the Only Reason the Stock Is Rising. -- Barrons.com,Dow Jones Institutional News,2022-09-12,10:38:00,340
  Press Release: Greenidge Generation Provides August 2022 Operational Update,Dow Jones Institutional News,2022-09-12,10:30:00,393
  Bitcoin Is on a Bumpy Ride. Where the Latest Crypto Rally Could Top Out. -- Barrons.com,Dow Jones Institutional News,2022-09-12,10:20:00,540
  A Bad Year for Crypto Is a Really Bad One for Crypto Miners; Electricity bills are surging and the equipment isn't worth what it used to be...,The Wall Street Journal Online,2022-09-12,09:30:00,922
  A Bad Year for Crypto Is a Really Bad One for Crypto Miners -- WSJ,Dow Jones Institutional News,2022-09-12,09:30:00,875
"  Stankevicius.com puts another short on Bitcoin expecting the price to hit USD10,000 by November",Dow Jones Newswires German,2022-09-12,09:20:00,311
  How Bitcoin Bombed in El Salvador -- Barron's,Dow Jones Institutional News,2022-09-10,01:30:00,2856
  Biden's Next Target for Climate Change: Crypto -- Barrons.com,Dow Jones Institutional News,2022-09-09,17:13:00,903
  Biden's Next Target for Climate Change: Crypto,Barron's Online,2022-09-09,17:13:00,897
  Bitcoin rallies 10% to 2-week high. Can it be sustained?,MarketWatch,2022-09-09,16:17:00,280
  ADRs of Argo Blockchain Up 14% on August Bitcoin Mining Update,Dow Jones Institutional News,2022-09-09,15:47:00,209
  White House Is Mulling a Ban on Bitcoin Mining,Barron's Online,2022-09-09,13:38:00,283
"  *Mawson Infrastructure Group Inc. to Sell Sandersville, Georgia Bitcoin Mining Facility Including 6468 ASIC Bitcoin Miners to CleanSpark, Inc. for Up to $42.5 M",Dow Jones Institutional News,2022-09-09,13:00:00,1380
"  Bitcoin Rises Past $20,000. What's Happening—and Why Optimism Is 'Dangerous.'",Barron's Online,2022-09-09,12:41:00,734
  Press Release: CleanSpark Announces Agreement with Mawson Infrastructure Group to Acquire Turnkey Bitcoin Mining Facility,Dow Jones Institutional News,2022-09-09,11:42:00,1800
"  Bitcoin Rises Past $20,000. Here's Why -- and Why Crypto Optimism Is 'Dangerous.' -- Barrons.com",Dow Jones Institutional News,2022-09-09,10:02:00,726
  Press Release: BitNile Holdings Announces Planned Spin-Offs Creating Four Public Companies,Dow Jones Institutional News,2022-09-09,10:00:00,1244
  Gensler Signals Support for CFTC Oversight of Bitcoin -- WSJ,Dow Jones Institutional News,2022-09-09,06:32:00,761
"  Why did Ethereum Classic jump, as Ethereum Merge countdown begins?",MarketWatch,2022-09-08,19:48:00,1247
  SEC's Gensler Signals Support for Commodities Regulator Having Bitcoin Oversight; Former CFTC chief says he could back giving agency...,The Wall Street Journal Online,2022-09-08,19:40:00,745
  SEC's Gensler Supports Commodities Regulator Having Bitcoin Oversight --3rd Update,Dow Jones Institutional News,2022-09-08,19:40:00,717
  SEC's Gensler Supports Commodities Regulator Having Bitcoin Oversight --2nd Update,Dow Jones Institutional News,2022-09-08,17:49:00,641
  Sygnum's hashrate-backed loan accelerates green crypto mining,Dow Jones Newswires German,2022-09-08,14:20:00,939
  Bitcoin Recovers. This Key Signal Says the Rebound Won't Last.,Barron's Online,2022-09-08,12:54:00,501
  How to Diversify Your Portfolio With Bitcoin After the Crypto Crash,Barron's Online,2022-09-08,12:46:00,459
  *SEC's Gensler Signals Support for Senate Crypto Bill -- WSJ,Dow Jones Institutional News,2022-09-08,12:45:00,979
  Press Release: LM Funding Expands Bitcoin Mining Business,Dow Jones Institutional News,2022-09-08,12:30:00,650
  LM Funding Expands Bitcoin Mining Business,Dow Jones Institutional News,2022-09-08,12:30:00,648
  Press Release: DMG Blockchain Solutions Inc. Provides Q3 2022 and August Mining Results; Company to Present at H.C. Wainwright Global Investment Conference,Dow Jones Institutional News,2022-09-08,12:08:00,2243
  Bitcoin Prices Recover but This Key Sign Says the Rebound Doesn't Have Legs -- Barrons.com,Dow Jones Institutional News,2022-09-08,10:04:00,501
  PRESS RELEASE: Northern Data reports on August 2022 performance in mining business,Dow Jones Newswires German,2022-09-08,05:30:00,1261
"  Press Release: Bit Digital, Inc. Announces Monthly Production Update for August 2022",Dow Jones Institutional News,2022-09-07,21:35:00,803
  Bitcoin Plunges to Yearly Lows. Where Do Cryptos Stop Falling? -- Barrons.com,Dow Jones Institutional News,2022-09-07,16:08:00,537
  Bitcoin Plunges to Yearly Lows. Where Do Cryptos Stop Falling?,Barron's Online,2022-09-07,16:08:00,543
  Why bitcoin is in danger of testing its 2022 low as cryptos slide; Ether drops 10.6%,MarketWatch,2022-09-07,13:25:00,312
"  Press Release: CleanSpark Buys 10,000 More Latest Generation Mining Machines, Extending Summer of Acquisitions",Dow Jones Institutional News,2022-09-07,13:00:00,1195
  Press Release: Iris Energy Announces Monthly Investor Update for August 2022,Dow Jones Institutional News,2022-09-07,11:58:00,3520
  *Bicycle Therapeutics Announces BT5528 Phase I Dose Escalation Results in Patients With Advanced Solid Tumors,Dow Jones Institutional News,2022-09-07,11:00:00,1729
"  Press Release: BitNile Holdings' Subsidiary BitNile Purchases 1,325 Additional S19j Pro Antminers From Bitmain                        ",Dow Jones Institutional News,2022-09-07,10:30:00,639
  Bitcoin Leads Fall in Cryptos as US Rate Hike Bets Dent Sentiment -- Market Talk,Dow Jones Institutional News,2022-09-07,08:37:00,155
"  Press Release: 21.co Raises $25 Million, Becoming Switzerland's Largest Crypto Unicorn",Dow Jones Newswires German,2022-09-07,07:07:00,1126
  Press Release: Riot Announces August 2022 Production and Operations Updates,Dow Jones Institutional News,2022-09-06,20:30:00,1483
  Press Release: Marathon Digital Holdings Announces Bitcoin Production and Mining Operation Updates for August 2022,Dow Jones Institutional News,2022-09-06,20:05:00,1123
"  Parent of crypto ETF provider 21Shares secures $25 million in funding, valuing it at $2 billion; 'Crypto winter is by far the best time ...",MarketWatch,2022-09-06,18:52:00,678
"  Ether's strength over bitcoin reaches yearly high, as the Merge kicks off",MarketWatch,2022-09-06,18:02:00,329
"  Bitcoin Struggles to Reclaim $20,000. Things Don't Look Good.",Barron's Online,2022-09-06,12:43:00,598
"                             Hut 8 Mining Stock Jumps After Increasing Bitcoin Holdings To More Than 8,100 -- MarketWatch",Dow Jones Institutional News,2022-09-06,10:41:00,130
  Press Release: Hut 8 Mining Production and Operations Update for August 2022,Dow Jones Institutional News,2022-09-06,10:30:00,1390
"  Bitcoin Prices Struggle to Reclaim $20,000. Analysts Agree It Doesn't Look Good. -- Barrons.com",Dow Jones Institutional News,2022-09-06,09:47:00,604
  Bitcoin Prices Are Falling. Why Analysts Say a 'Massive Capitulation' Is Coming.,Barron's Online,2022-09-05,11:55:00,658
  Bitcoin Prices Are Falling. Why Analysts Say a 'Massive Capitulation' Is Coming. -- Barrons.com,Dow Jones Institutional News,2022-09-05,11:55:00,660
  Ethereum's Big Moment Is Coming With 'The Merge.' What It Means for Crypto.,Barron's Online,2022-09-05,09:45:00,1837
"  Bitcoin Trades Below $20,000, Pulls Back as U.S. Jobs Market Remains Strong",Barron's Online,2022-09-03,17:44:00,315
"  Bitcoin Trades Below $20,000, Pulls Back as U.S. Jobs Market Remains Strong -- Barrons.com",Dow Jones Institutional News,2022-09-03,13:54:00,318
  The $200 Billion Crypto Gamble -- Barron's,Dow Jones Institutional News,2022-09-03,01:30:00,1820
  Bitcoin Prices Are Rising as the 'Goldilocks' Jobs Report Lifts Cryptos,Barron's Online,2022-09-02,16:23:00,553
"  CleanSpark Stock Leaps After August Mining Update, And As Bitcoin Extends Bounce -- MarketWatch",Dow Jones Institutional News,2022-09-02,13:15:00,177
  Press Release: CleanSpark Releases August 2022 Bitcoin Mining Update,Dow Jones Institutional News,2022-09-02,13:00:00,1258
  Forget Bitcoin. Interest in Ether Is Booming Ahead of 'The Merge.',Barron's Online,2022-09-02,12:51:00,932
  Bitcoin Prices Are Rising. Why Friday Could Bring a Big Swing. -- Barrons.com,Dow Jones Institutional News,2022-09-02,10:11:00,505
  Forget Bitcoin. Interest in Ether Is Booming Ahead of the Merge. -- Barrons.com,Dow Jones Institutional News,2022-09-02,06:59:00,922
  Ethereum's Big Moment Is Coming With 'The Merge.' What It Means for Crypto. -- Barrons.com,Dow Jones Institutional News,2022-09-02,05:29:00,1801
"  Bitcoin Plunges Below $20,000. Here's Where It Could Stop Falling.",Barron's Online,2022-09-01,13:13:00,575
                             MicroStrategy's Saylor Faces a Tax Fraud Lawsuit. It's Bad for the Stock -- and Bitcoin. -- Barrons.com,Dow Jones Institutional News,2022-09-01,12:51:00,511
                             MicroStrategy's Saylor Faces a Tax Fraud Lawsuit. It's Bad for the Stock—and Bitcoin.,Barron's Online,2022-09-01,12:51:00,513
  Press Release: Bitfarms Provides August 2022 Production and Mining Operations Update,Dow Jones Institutional News,2022-09-01,11:05:00,2037
"  Bitcoin Plunges Below $20,000. Here's Where It Could Stop Falling. -- Barrons.com",Dow Jones Institutional News,2022-09-01,10:46:00,601
  Press Release: Gokhshtein Media is Proud to Announce a Signed Media Partnership With BTC Inc. / Bitcoin 2023 Conference to Promote Events,Dow Jones Institutional News,2022-08-31,22:00:00,613
  Gokhshtein Media is Proud to Announce a Signed Media Partnership With BTC Inc. / Bitcoin 2023 Conference to Promote Events,Dow Jones Institutional News,2022-08-31,22:00:00,611
  *TeraWulf: Talen Energy Unit Amends Existing Nautilus Joint-Venture Agreement,Dow Jones Institutional News,2022-08-31,14:21:00,1557
"  Bitcoin Fights for $20,000. Why It's 'Dangerous' to Guess What Happens Next. -- Barrons.com",Dow Jones Institutional News,2022-08-31,10:25:00,633
"  Press Release: Bit Digital, Inc. Announces Second Quarter of Fiscal Year 2022 Financial Results",Dow Jones Institutional News,2022-08-30,20:30:00,2963
  Ten-Year Yield Expected to Remain Below Fed's Terminal Rate -- Market Talk,Dow Jones Institutional News,2022-08-30,20:06:00,1365
  Global Risk Aversion Supports The Dollar -- Market Talk,Dow Jones Institutional News,2022-08-30,19:19:00,1378
  Pimco Says More Tightening In Financial Conditions Is Needed -- Market Talk,Dow Jones Institutional News,2022-08-30,18:57:00,1378
  Fed Expected to Struggle with Hot Jobs Market -- Market Talk,Dow Jones Institutional News,2022-08-30,16:56:00,1411
  Treasury Yield Curve Keeps Pointing to Recession -- Market Talk,Dow Jones Institutional News,2022-08-30,16:04:00,1385
  Rebound in U.S. Consumer Confidence Bodes Well for Future Spending -- Market Talk,Dow Jones Institutional News,2022-08-30,15:50:00,1391
  Dollar Rises After US Consumer Confidence Survey -- Market Talk,Dow Jones Institutional News,2022-08-30,14:42:00,1411
  Housing Price Growth Expected to Keep Slowing -- Market Talk,Dow Jones Institutional News,2022-08-30,14:32:00,1394
  Bitcoin Is Bouncing Back. Traders Are Eyeing the Buying Opportunity.,Barron's Online,2022-08-30,14:16:00,557
  2% Inflation Looks Elusive to Investors -- Market Talk,Dow Jones Institutional News,2022-08-30,14:11:00,1424
  Stronger Risks Seen for US Farm Economy -- Market Talk,Dow Jones Institutional News,2022-08-30,13:41:00,1410
  International Airline Bookings Surpass Pre-Pandemic Levels -- Market Talk,Dow Jones Institutional News,2022-08-30,13:40:00,1449
  Bitcoin Whales May Have Started Buying Again -- Market Talk,Dow Jones Institutional News,2022-08-30,13:39:00,160
  BankLine and B4U Bring Crypto to Cannabis,Dow Jones Institutional News,2022-08-30,13:15:00,862
  Press Release: BankLine and B4U Bring Crypto to Cannabis,Dow Jones Institutional News,2022-08-30,13:15:00,864
  Press Release: CleanSpark's Hashrate Exceeds 3 Exahashes Following Summer of Acquisitions,Dow Jones Institutional News,2022-08-30,13:00:00,586
  Bitcoin Prices Are Bouncing Back and Traders Are Eyeing the Buying Opportunity -- Barrons.com,Dow Jones Institutional News,2022-08-30,09:56:00,563
  Press Release: TeraWulf Announces Amendments to its Nautilus Joint Venture Agreement with Talen Energy                        ,Dow Jones Institutional News,2022-08-29,20:16:00,1498
  PRESS RELEASE: Northern Data receives unqualified audit opinion and publishes 2021 consolidated financial statements,Dow Jones Institutional News,2022-08-29,19:00:00,1930
  You Can Now Bet on Bitcoin and Ether with Euro-Denominated Futures -- WSJ,Dow Jones Institutional News,2022-08-29,18:16:00,241
"  Bitcoin, Under Central Bank's Sway, Falls Under $20,000 -- WSJ",Dow Jones Institutional News,2022-08-29,14:15:00,296
  Press Release: CME Group Announces Launch of Euro-denominated Bitcoin and Ether Futures,Dow Jones Institutional News,2022-08-29,13:00:00,547
"  Bitcoin Drops Below $20,000 for First Time in More Than a Month",Barron's Online,2022-08-29,07:29:00,241
"  Bitcoin Drops Below $20,000 for First Time in More Than a Month -- Barrons.com",Dow Jones Institutional News,2022-08-29,00:45:00,248
"  Bitcoin slips below $20,000 following Powell's hawkish remarks",MarketWatch,2022-08-29,00:32:00,267
  Bitcoin Has Stumbled. That's Not a Good Sign for Stocks.,Barron's Online,2022-08-27,10:00:00,268
  Bitcoin Has Stumbled. That's Not a Good Sign for Stocks. -- Barrons.com,Dow Jones Institutional News,2022-08-27,09:59:00,273
  Press Release: Cathedra Bitcoin Announces Second Quarter 2022 Financial Results,Dow Jones Institutional News,2022-08-26,22:03:00,1344
  Bitcoin Prices Plunge After Powell's Hawkish Jackson Hole Speech,Barron's Online,2022-08-26,19:35:00,413
  CCRI Finds TRON as One of the Top Eco-Friendly Blockchains,Dow Jones Newswires German,2022-08-26,15:15:00,1037
"  Bitcoin Is Slipping, but One Analyst Sees a Rally as Likely After Powell Speech -- Barrons.com",Dow Jones Institutional News,2022-08-26,10:02:00,377
  Press Release: XBT Provider AB (Publ) Publishes Half Year Interim Report 2022,Dow Jones Institutional News,2022-08-26,09:33:00,486
  Crypto ATM Firm Set to List Publicly -- WSJ,Dow Jones Institutional News,2022-08-26,06:32:00,853
  *Mawson Infrastructure Self-Mining and Hosting Co-location Installed Operational Capacity at 3.5 Exahash as at the End of July >MIGI,Dow Jones Institutional News,2022-08-25,13:01:00,1420
  Crypto ATM Firm Bitcoin Depot Strikes $885 Million SPAC Deal to Go Public; Investor appetite for bitcoin ATMs to be tested as the...,The Wall Street Journal Online,2022-08-25,11:50:00,866
"  Press Release: Bitcoin Depot, a Leading Bitcoin ATM Operator, to Become a Publicly-Traded Company Via Business Combination With GSR II Meteora Acquisition Corp.",Dow Jones Institutional News,2022-08-25,11:00:00,3031
  Poor Countries Burn Through U.S. Dollars,WSJ Podcasts,2022-08-25,09:58:00,2474
"  Bitcoin Prices Rise With a Jump Past $24,000 Now a Coin Flip -- Barrons.com",Dow Jones Institutional News,2022-08-25,09:33:00,497
"  Bitcoin Prices Rise With a Jump Past $24,000 Now a Coin Flip",Barron's Online,2022-08-25,09:33:00,496
"  *Crypto ATM Firm Bitcoin Depot Going Public Via $885 Million SPAC Merger, Company Officials Say -- WSJ",Dow Jones Institutional News,2022-08-25,09:00:00,909
  Press Release: BIT Mining : A Letter to Our Investors,Dow Jones Institutional News,2022-08-24,11:30:00,2452
  Bitcoin Prices Dip as Crypto Markets Anticipate Fed's Powell Could Be Next Catalyst,Barron's Online,2022-08-24,10:10:00,481
  Bitcoin Prices Dip as Crypto Markets Anticipate Fed's Powell Could Be Next Catalyst -- Barrons.com,Dow Jones Institutional News,2022-08-24,10:10:00,481
  A Billion-Dollar Bet to Fix Crypto -- WSJ,Dow Jones Institutional News,2022-08-24,06:33:00,2223
"  *Fitch Affirms Block, Inc. at 'BB'; Outlook Remains Positive",Dow Jones Institutional News,2022-08-23,18:35:00,3560
"  The 30-Year-Old Spending $1 Billion to Save Crypto; Sam Bankman-Fried, owner of an expanding crypto empire, is trying to bail out the indus...",The Wall Street Journal Online,2022-08-23,14:35:00,2185
  The 30-Year-Old Spending $1 Billion to Save Crypto -- WSJ,Dow Jones Institutional News,2022-08-23,14:32:00,2179
"  Bitcoin Could Fall Below $20,000 Soon",Barron's Online,2022-08-23,13:36:00,557
  Press Release: BitNile Holdings Reports Second Quarter 2022 Financial Results,Dow Jones Institutional News,2022-08-23,10:30:00,2297
"  Bitcoin Is Holding Up Better Than Stocks. Why It Could Still Fall Below $20,000 Soon. -- Barrons.com",Dow Jones Institutional News,2022-08-23,10:07:00,1110
  Bitcoin's Next Move: 5 Things to Watch,Barron's Online,2022-08-23,05:30:00,1048
  Bitcoin's Next Move: 5 Things to Watch -- Barrons.com,Dow Jones Institutional News,2022-08-23,05:29:00,1054
  *Mawson Infrastructure 2Q Rev $19.8M >MIGI,Dow Jones Institutional News,2022-08-22,20:31:00,1449
  Bitcoin falls 2.2% as Dow tanks more than 650 points,MarketWatch,2022-08-22,19:03:00,240
  Press Release: CORRECTING and REPLACING Core Scientific Announces Second Quarter 2022 Results,Dow Jones Institutional News,2022-08-22,13:10:00,5253
  Bitcoin Keeps Falling. This Week Could Bring a Bounce.,Barron's Online,2022-08-22,12:52:00,675
  Bitcoin Keeps Falling. This Week Could Bring a Bounce. -- Barrons.com,Dow Jones Institutional News,2022-08-22,11:58:00,680
  This is why bitcoin won't 'diversify' your 401(k),MarketWatch,2022-08-20,14:35:00,864
  Bitcoin and Stocks Are Falling Together Again. What's to Blame.,Barron's Online,2022-08-20,12:00:00,654
  Bitcoin and Stocks Are Falling Together Again. What's to Blame. -- Barrons.com,Dow Jones Institutional News,2022-08-20,11:59:00,645
"  Bitcoin Sinks Below $22,000. Crypto Stocks Coinbase and Marathon Digital Tumble.",Barron's Online,2022-08-19,15:51:00,389
  Press Release: CleanSpark Completes Acquisition of Recently Announced 86MW Facility in Georgia,Dow Jones Institutional News,2022-08-19,13:00:00,1091
"  Press Release: BIT Mining Limited Announces Unaudited Financial Results for the Second Quarter ended June 30, 2022",Dow Jones Institutional News,2022-08-19,12:15:00,10036
  Press Release: BIT Mining Announces Closing of US$9.3 Million Registered Direct Offering,Dow Jones Institutional News,2022-08-19,11:00:00,1776
"  Bitcoin Sinks to Below $22,000 as Stocks Tumble",Dow Jones Institutional News,2022-08-19,11:00:00,352
"  Bitcoin Follows Stocks Lower and Sinks to Below $22,000 -- Barrons.com",Dow Jones Institutional News,2022-08-19,09:32:00,2107
  Crypto bulls' comeback? Here are factors driving up institutional interest,MarketWatch,2022-08-18,19:38:00,1290
                             CME Group Plans to Launch Ether Options Next Month -- WSJ,Dow Jones Institutional News,2022-08-18,16:30:00,281
"  Bitcoin Drops. Momentum Has Faded Since the Crypto Crossed $25,000.",Barron's Online,2022-08-18,13:01:00,328
  This Bitcoin Miner Could Thrive If Prices Crash Again,Barron's Online,2022-08-18,12:40:00,658
  Press Release: Bit Digital Selects Nine Blocks Capital Management for Treasury Management Allocation,Dow Jones Institutional News,2022-08-18,12:00:00,1938
  Press Release: SAIHUB App Announces Support for Bitcoin Lightning Network,Dow Jones Institutional News,2022-08-18,09:38:00,692
"  Bitcoin Drops as Momentum Has Faded Since Crypto Crossed $25,000 -- Barrons.com",Dow Jones Institutional News,2022-08-18,09:17:00,966
  Press Release: Canaan Inc. Reports Unaudited Second Quarter 2022 Financial Results,Dow Jones Institutional News,2022-08-18,08:50:00,8914
"  Press Release: Valour Crypto Products and ETPs Available to Clients of Major German Banks, Comdirect and Onvista                        ",Dow Jones Institutional News,2022-08-18,07:00:00,2192
                             Michael Saylor to Elon Musk: Buy Bitcoin -- WSJ,Dow Jones Institutional News,2022-08-17,17:30:00,381
"  Press Release: LM Funding America, Inc. Reports Financial Results and Provides Business Update for the Second Quarter of 2022",Dow Jones Institutional News,2022-08-17,12:00:00,2592
"  Press Release: Stronghold Digital Mining Reports Second Quarter 2022 Results, Provides Operational Update and Reports Significant Debt Restructuring Events",Dow Jones Institutional News,2022-08-16,20:15:00,5323
"  Dogecoin, Shiba Inu outperform bitcoin and ether. Is it a good time to bet on meme coins?",MarketWatch,2022-08-16,20:05:00,543
"  Press Release: Investview, Inc. (""INVU"") Announces Results for the Second Quarter Ended June 30, 2022",Dow Jones Institutional News,2022-08-16,19:59:00,2089
  Press Release: BIT Mining Announces US$9.3 Million Registered Direct Offering,Dow Jones Institutional News,2022-08-16,13:20:00,1875
"  Press Release: Bitcoin IRA Announces Rick Synrod as its New Chief Operations Officer, Formerly COO of Fidelity Digital Funds",Dow Jones Institutional News,2022-08-16,13:17:00,1490
"  Press Release: BitNile Holdings' Subsidiary BitNile, Inc. Enters into Hosting Agreement",Dow Jones Institutional News,2022-08-16,10:30:00,863
  Press Release: A Valour Inc. first: Partnership with German broker justTRADE to introduce Valour Crypto Products and ETPs to retail and ins...,Dow Jones Institutional News,2022-08-16,07:00:00,2215
"  Press Release: Riot Reports Second Quarter 2022 Financial Results, Current Operational and Financial Highlights",Dow Jones Institutional News,2022-08-15,23:20:00,3833
"  Press Release: Soluna Holdings, Inc. Reports Second Quarter Results",Dow Jones Institutional News,2022-08-15,23:03:00,1998
  Press Release: TeraWulf Announces Second Quarter 2022 Results and Financial and Operational Updates,Dow Jones Institutional News,2022-08-15,21:35:00,2427
  Press Release: Greenidge Generation Announces Financial and Operating Results for Second Quarter 2022 and Provides Operational Update for July 2022,Dow Jones Institutional News,2022-08-15,20:44:00,7681
  Press Release: Moxian Announces Divestment of Chinese Subsidiaries,Dow Jones Institutional News,2022-08-15,20:10:00,802
"  Bitcoin Falls After Breaking Through $25,000, Ether Slides",Barron's Online,2022-08-15,14:09:00,296
  Press Release: OLB Group Continues Record Revenue Growth for 2022,Dow Jones Institutional News,2022-08-15,13:01:00,917
  Nate's Food Expands Bitcoin Mining Operations with Acquisition of Additional S19j Pro Miners,Dow Jones Institutional News,2022-08-15,12:00:00,579
  Press Release: Nate's Food Expands Bitcoin Mining Operations with Acquisition of Additional S19j Pro Miners,Dow Jones Institutional News,2022-08-15,12:00:00,581
  Press Release: Bitfarms Reports Second Quarter 2022 Results,Dow Jones Institutional News,2022-08-15,11:11:00,3921
"  Bitcoin tops $25,000 level for first time since early June",MarketWatch,2022-08-15,04:03:00,229
                             Coinbase Is Looking More Like a Meme Stock. Watch Out.,Barron's Online,2022-08-14,23:57:00,526
"  Yes, you can buy a car with crypto—here's how; You could use a crypto debit card for a down payment or monthly payments",MarketWatch,2022-08-13,19:59:00,917
  Will ether's price fall after the 'Merge' in September?,MarketWatch,2022-08-13,13:01:00,1389
"                             Coinbase Stock Takes a Turn Toward the Meme. Watch Out, Shorts. -- Barrons.com",Dow Jones Institutional News,2022-08-13,00:49:00,507
  Press Release: Sphere 3D Reports Second Quarter 2022 Financial Results and Operational Updates,Dow Jones Institutional News,2022-08-12,21:24:00,1777
"  Bitcoin Trades Below $24,000 and Ether's Rally Fades",Barron's Online,2022-08-12,12:45:00,335
"  Press Release: BIT Mining Limited to Report Second Quarter 2022 Financial Results on August 19, 2022",Dow Jones Institutional News,2022-08-12,10:00:00,978
"  Bitcoin Trades Below $24,000, Ether Edges Higher to Extend Gains -- Barrons.com",Dow Jones Institutional News,2022-08-12,08:51:00,353
  Original-Research: Bitcoin Group SE (von GBC AG): BUY,Dow Jones Newswires German,2022-08-12,08:01:00,801
  Why Some Crypto Investors Are Holding On Amid Steep Declines,WSJ Podcasts,2022-08-12,07:00:00,1622
  Press Release: Bitcoin Well Reports Second Quarter 2022 Results,Dow Jones Institutional News,2022-08-11,23:35:00,1755
                             BlackRock Launches a Bitcoin Trust. What It Means for Crypto and the Stock.,Barron's Online,2022-08-11,16:36:00,677
                             BlackRock Launches a Bitcoin Trust. What It Means For Crypto and The Stock. -- Barrons.com,Dow Jones Institutional News,2022-08-11,16:36:00,672
                             BlackRock Launches First Spot Bitcoin Product for Institutional Clients -- WSJ,Dow Jones Institutional News,2022-08-11,16:30:00,277
  Bitcoin Climbs and Ether Soars as Token Passes Final Test Before Major Upgrade,Barron's Online,2022-08-11,12:45:00,328
  Press Release: Hut 8 Reports Operating and Financial Results for Q2 2022,Dow Jones Institutional News,2022-08-11,10:30:00,3143
  Mexican Stocks Close Higher; Peso Stronger Versus Dollar -- Market Talk,Dow Jones Institutional News,2022-08-10,20:49:00,1494
  Treasury Yields Fall On CPI Data But Inflation Remains Strong -- Market Talk,Dow Jones Institutional News,2022-08-10,20:14:00,1501
  Pre-Covid Inflation Levels Seen as Unlikely to Return -- Market Talk,Dow Jones Institutional News,2022-08-10,18:07:00,1467
  Las Vegas Gambling Revenues Seen Declining Next Year -- Market Talk,Dow Jones Institutional News,2022-08-10,18:03:00,1498
"  US Cargo, Passenger Airlines Add Jobs in June -- Market Talk",Dow Jones Institutional News,2022-08-10,17:38:00,1534
